['NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.09237469434738159s
['ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.09260412454605102s
['NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.09281280040740966s
['NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.09295914173126221s
['NKD', 'NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.09356237649917602s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'DH', 'None'] avg time: 0.09376431703567505s
['NKD', 'ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.09379775524139404s
['ArcConsistency', 'NKD', 'NKT', 'MRV', 'LCV'] avg time: 0.09382834434509277s
['NKD', 'ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.09386876821517945s
['NKT', 'NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.09393373727798462s
['ArcConsistency', 'ForwardChecking', 'NKT', 'DH', 'LCV'] avg time: 0.09395321607589721s
['ArcConsistency', 'NKD', 'NKT', 'MRV', 'None'] avg time: 0.09409692287445068s
['NKD', 'NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.09413836002349854s
['NKT', 'ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.09416314363479614s
['NKT', 'NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.09428452253341675s
['NKT', 'NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.09433146715164184s
['NKT', 'ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.0944172501564026s
['ArcConsistency', 'NKT', 'NKD', 'MRV', 'LCV'] avg time: 0.0945585012435913s
['ArcConsistency', 'NKT', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.09457639455795289s
['NKD', 'NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.09459174871444702s
['NKT', 'ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.09467955827713012s
['NKD', 'ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.0947035312652588s
['NKD', 'ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.09490865468978882s
['NKT', 'ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.09491451978683471s
['ArcConsistency', 'NKD', 'NKT', 'None', 'None'] avg time: 0.09498832225799561s
['ArcConsistency', 'NKT', 'NKD', 'MRV', 'None'] avg time: 0.09506241083145142s
['NKT', 'ForwardChecking', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.09508051872253417s
['ArcConsistency', 'NKT', 'NKD', 'None', 'None'] avg time: 0.095302414894104s
['ArcConsistency', 'NKD', 'NKT', 'None', 'LCV'] avg time: 0.09557400941848755s
['ArcConsistency', 'ForwardChecking', 'NKT', 'DH', 'None'] avg time: 0.0956275224685669s
['ArcConsistency', 'NKT', 'NKD', 'None', 'LCV'] avg time: 0.09568957090377808s
['ForwardChecking', 'ArcConsistency', 'NKT', 'DH', 'LCV'] avg time: 0.09580482244491577s
['NKT', 'ArcConsistency', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.09580957889556885s
['NKD', 'NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.09594316482543945s
['ArcConsistency', 'NKT', 'ForwardChecking', 'DH', 'None'] avg time: 0.09607229232788086s
['NKT', 'NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.09622832536697387s
['ForwardChecking', 'NKT', 'ArcConsistency', 'DH', 'None'] avg time: 0.09651976823806763s
['NKT', 'ForwardChecking', 'ArcConsistency', 'DH', 'None'] avg time: 0.09691486358642579s
['NKT', 'ArcConsistency', 'ForwardChecking', 'DH', 'None'] avg time: 0.09799976348876953s
['ForwardChecking', 'ArcConsistency', 'NKT', 'DH', 'None'] avg time: 0.09842331409454345s
['NKT', 'NKD', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.0986945390701294s
['NKD', 'ForwardChecking', 'NKT', 'DH', 'LCV'] avg time: 0.09877163171768188s
['ForwardChecking', 'NKD', 'NKT', 'DH', 'LCV'] avg time: 0.09918571710586548s
['ForwardChecking', 'NKT', 'NKD', 'DH', 'LCV'] avg time: 0.09961295127868652s
['NKT', 'ForwardChecking', 'NKD', 'DH', 'LCV'] avg time: 0.0996518850326538s
['ForwardChecking', 'NKT', 'NKD', 'DH', 'None'] avg time: 0.09979109764099121s
['NKD', 'NKT', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.10004345178604127s
['NKD', 'ForwardChecking', 'NKT', 'DH', 'None'] avg time: 0.10016928911209107s
['NKT', 'ForwardChecking', 'NKD', 'DH', 'None'] avg time: 0.10056581497192382s
['NKD', 'NKT', 'ForwardChecking', 'DH', 'None'] avg time: 0.10072411298751831s
['ForwardChecking', 'NKD', 'NKT', 'DH', 'None'] avg time: 0.10123928785324096s
['NKT', 'NKD', 'ForwardChecking', 'DH', 'None'] avg time: 0.10235480070114136s
['ForwardChecking', 'NKT', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.10302780866622925s
['NKT', 'ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.10412156581878662s
['ArcConsistency', 'ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.10493366718292237s
['ForwardChecking', 'ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.10547674894332885s
['ArcConsistency', 'NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.1056443452835083s
['NKT', 'ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.10662620067596436s
['ForwardChecking', 'NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.10755107402801514s
['NKT', 'DH', 'LCV'] avg time: 0.10904829502105713s
['NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.11052908897399902s
['ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.1118735909461975s
['ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.1124376893043518s
['NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.1137062668800354s
['NKD', 'ForwardChecking', 'DH', 'None'] avg time: 0.1145630955696106s
['ForwardChecking', 'NKD', 'DH', 'None'] avg time: 0.11543697118759155s
['NKT', 'ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.11653633117675781s
['ForwardChecking', 'ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.11669868230819702s
['ForwardChecking', 'NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.1174532413482666s
['NKT', 'ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.11748799085617065s
['ArcConsistency', 'ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.11772540807724s
['ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.11799161434173584s
['NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.11808875799179078s
['ArcConsistency', 'NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.11908729076385498s
['ForwardChecking', 'NKD', 'DH', 'LCV'] avg time: 0.1263270854949951s
['NKD', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.1279125213623047s
['ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.12793599367141723s
['NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.12917312383651733s
['NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.12967535257339477s
['NKT', 'ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.12970374822616576s
['NKT', 'ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.12986966371536254s
['ForwardChecking', 'NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.12994250059127807s
['ArcConsistency', 'NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.13012099266052246s
['ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.13081469535827636s
['ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.13398094177246095s
['ArcConsistency', 'ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.13427132368087769s
['ForwardChecking', 'ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.13509222269058227s
['NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.13582897186279297s
['NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.15675466060638427s
['ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.15722954273223877s
['ArcConsistency', 'MRV', 'None'] avg time: 0.16504982709884644s
['ArcConsistency', 'ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.17040072679519652s
['NKT', 'ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.17160677909851074s
['ForwardChecking', 'NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.17211779356002807s
['ForwardChecking', 'ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.1728965163230896s
['ArcConsistency', 'NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.1733280301094055s
['NKT', 'ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.17452372312545777s
['NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.17804657220840453s
['ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.1787060022354126s
['NKT', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.18777624368667603s
['ForwardChecking', 'NKT', 'DH', 'LCV'] avg time: 0.1881853461265564s
['NKD', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.18906035423278808s
['NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.18967719078063966s
['NKT', 'ForwardChecking', 'DH', 'None'] avg time: 0.18973369598388673s
['ArcConsistency', 'NKD', 'DH', 'LCV'] avg time: 0.1898835301399231s
['NKD', 'ArcConsistency', 'NKT', 'DH', 'LCV'] avg time: 0.19002269506454467s
['ArcConsistency', 'NKT', 'NKD', 'DH', 'LCV'] avg time: 0.19023916721343995s
['NKT', 'NKD', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.19042366743087769s
['ForwardChecking', 'NKT', 'DH', 'None'] avg time: 0.1909050464630127s
['ArcConsistency', 'NKD', 'DH', 'None'] avg time: 0.19093254804611207s
['NKD', 'NKT', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.19103987216949464s
['ArcConsistency', 'NKD', 'NKT', 'DH', 'None'] avg time: 0.1917880654335022s
['ArcConsistency', 'NKD', 'NKT', 'DH', 'LCV'] avg time: 0.19195098876953126s
['NKD', 'ArcConsistency', 'NKT', 'DH', 'None'] avg time: 0.1921120047569275s
['ForwardChecking', 'MRV', 'None'] avg time: 0.19250155687332154s
['NKD', 'NKT', 'ArcConsistency', 'DH', 'None'] avg time: 0.19320375919342042s
['NKT', 'NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.19338241815567017s
['NKT', 'ArcConsistency', 'NKD', 'DH', 'LCV'] avg time: 0.19362270832061768s
['ArcConsistency', 'NKT', 'NKD', 'DH', 'None'] avg time: 0.1938602566719055s
['NKT', 'ArcConsistency', 'NKD', 'DH', 'None'] avg time: 0.1947898507118225s
['ArcConsistency', 'None', 'None'] avg time: 0.19670979976654052s
['ArcConsistency', 'NKT', 'DH', 'None'] avg time: 0.2073776602745056s
['ArcConsistency', 'NKT', 'DH', 'LCV'] avg time: 0.20897678136825562s
['NKT', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.20927082300186156s
['NKT', 'ArcConsistency', 'DH', 'None'] avg time: 0.21131256818771363s
['ArcConsistency', 'None', 'LCV'] avg time: 0.21713857650756835s
['ForwardChecking', 'None', 'None'] avg time: 0.2207915186882019s
['ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.2212193489074707s
['ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.2214045763015747s
['ArcConsistency', 'MRV', 'LCV'] avg time: 0.23104803562164306s
['ForwardChecking', 'None', 'LCV'] avg time: 0.27220051288604735s
['ForwardChecking', 'MRV', 'LCV'] avg time: 0.2726247310638428s
['ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.28605352640151976s
['ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.2861096143722534s
['ArcConsistency', 'ForwardChecking', 'DH', 'None'] avg time: 0.28672802448272705s
['ForwardChecking', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.2873732089996338s
['ForwardChecking', 'ArcConsistency', 'DH', 'None'] avg time: 0.2876907229423523s
['ArcConsistency', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.29389736652374265s
['ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.2998423933982849s
['ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.3017466068267822s
['ArcConsistency', 'DH', 'None'] avg time: 0.314845883846283s
['ArcConsistency', 'DH', 'LCV'] avg time: 0.31709684133529664s
['ForwardChecking', 'DH', 'LCV'] avg time: 0.32388620376586913s
['ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.33915765285491944s
['ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.34076437950134275s
['ForwardChecking', 'DH', 'None'] avg time: 0.3566561460494995s
['None', 'None', 'None'] avg time: 12.230871868133544s
['None', 'MRV', 'None'] avg time: 12.297563302516938s
['None', 'MRV', 'LCV'] avg time: 12.595369184017182s
['None', 'None', 'LCV'] avg time: 12.656560683250428s
['None', 'DH', 'LCV'] avg time: infs
['None', 'DH', 'None'] avg time: infs
Start Testing PE5.txt
['NKD', 'None', 'LCV'] avg time: 0.01644195318222046s
['NKD', 'None', 'None'] avg time: 0.01645587682723999s
['NKD', 'MRV', 'LCV'] avg time: 0.01650913953781128s
['NKD', 'MRV', 'None'] avg time: 0.016624999046325684s
['NKT', 'NKD', 'None', 'None'] avg time: 0.018675792217254638s
['NKD', 'NKT', 'None', 'LCV'] avg time: 0.018717527389526367s
['NKT', 'NKD', 'None', 'LCV'] avg time: 0.018750214576721193s
['NKT', 'NKD', 'MRV', 'None'] avg time: 0.018936574459075928s
['NKD', 'NKT', 'None', 'None'] avg time: 0.01898949146270752s
['NKD', 'NKT', 'MRV', 'LCV'] avg time: 0.01899796724319458s
['NKT', 'NKD', 'MRV', 'LCV'] avg time: 0.019092071056365966s
['NKD', 'NKT', 'MRV', 'None'] avg time: 0.019286692142486572s
['NKT', 'MRV', 'LCV'] avg time: 0.01979016065597534s
['NKT', 'None', 'None'] avg time: 0.020234549045562746s
['NKT', 'None', 'LCV'] avg time: 0.0203202486038208s
['NKT', 'MRV', 'None'] avg time: 0.02053849697113037s
['ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.028039824962615967s
['ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.028222262859344482s
['ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.02848353385925293s
['ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.02848585844039917s
['ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.028532111644744874s
['ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.028634977340698243s
['ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.028755879402160643s
['ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.02905827760696411s
['ArcConsistency', 'ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.029984796047210695s
['ForwardChecking', 'ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.03002936840057373s
['ForwardChecking', 'ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.03010329008102417s
['ForwardChecking', 'ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.030197608470916747s
['ForwardChecking', 'NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.030275869369506835s
['ArcConsistency', 'ForwardChecking', 'NKD', 'MRV', 'LCV'] avg time: 0.030310094356536865s
['ForwardChecking', 'ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.030321276187896727s
['ForwardChecking', 'NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.030354070663452148s
['ForwardChecking', 'NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.030362236499786376s
['ArcConsistency', 'ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.030367696285247804s
['ArcConsistency', 'ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.03037945032119751s
['NKD', 'ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.03047527074813843s
['NKD', 'ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.030708897113800048s
['ArcConsistency', 'NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.030775678157806397s
['NKD', 'ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.0308640718460083s
['NKD', 'ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.03087196350097656s
['ArcConsistency', 'NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.030898940563201905s
['NKD', 'ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.030915987491607667s
['NKD', 'ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.03091905117034912s
['ForwardChecking', 'NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.03102775812149048s
['NKD', 'ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.031034839153289796s
['ArcConsistency', 'NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.03112446069717407s
['NKT', 'ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.031129276752471922s
['NKD', 'ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.03113898038864136s
['NKT', 'ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.031144535541534422s
['NKT', 'ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.03114718198776245s
['ArcConsistency', 'NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.03117016553878784s
['NKT', 'ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.031181693077087402s
['ForwardChecking', 'NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.03124758005142212s
['NKT', 'ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.031304919719696046s
['ArcConsistency', 'NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.03147706985473633s
['NKT', 'ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.0315153956413269s
['ArcConsistency', 'NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.03155819177627563s
['ForwardChecking', 'NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.03156979084014892s
['ForwardChecking', 'ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.03157962560653686s
['ForwardChecking', 'NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.03159013986587524s
['ForwardChecking', 'ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.03163125514984131s
['NKT', 'ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.031767845153808594s
['ArcConsistency', 'NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.03187052011489868s
['ArcConsistency', 'NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.03188626766204834s
['NKT', 'ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.03189096450805664s
['ArcConsistency', 'ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.03206936120986938s
['ForwardChecking', 'NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.03227574825286865s
['ForwardChecking', 'ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.032559192180633544s
['ArcConsistency', 'ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.03264597654342651s
['ArcConsistency', 'ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.03269295692443848s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'None', 'None'] avg time: 0.032806766033172605s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.03291124105453491s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.032928192615509035s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.0329322099685669s
['ArcConsistency', 'ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.03295658826828003s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'MRV', 'None'] avg time: 0.0329704761505127s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.03297944068908691s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'None', 'None'] avg time: 0.03302906751632691s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.03304455280303955s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.03308284282684326s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'None', 'LCV'] avg time: 0.03312562704086304s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.033136415481567386s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.0331473708152771s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'MRV', 'LCV'] avg time: 0.033162903785705564s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'None', 'None'] avg time: 0.03320446014404297s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.03320920467376709s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.033232688903808594s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.033240091800689694s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.033244192600250244s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.03325037956237793s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.033277809619903564s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.033285248279571536s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.033287334442138675s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.03330692052841187s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.033316504955291745s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.0333182692527771s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'None', 'LCV'] avg time: 0.03332167863845825s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.03332639932632446s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.03333715200424194s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.033345043659210205s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.033347058296203616s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.033349907398223876s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.03338356018066406s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.03339011669158935s
['ForwardChecking', 'ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.03339288234710693s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.03340040445327759s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.03340113162994385s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'MRV', 'LCV'] avg time: 0.033413493633270265s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.03341532945632934s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'MRV', 'LCV'] avg time: 0.03342452049255371s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.03343797922134399s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.033438587188720705s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.03343983888626099s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'MRV', 'None'] avg time: 0.033466458320617676s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.03346700668334961s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'None', 'None'] avg time: 0.03347553014755249s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'MRV', 'None'] avg time: 0.033486366271972656s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.033491325378417966s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.03349847793579101s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'MRV', 'LCV'] avg time: 0.03354918956756592s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.03355065584182739s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.033557999134063723s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.033572936058044435s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.033575570583343504s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.033580660820007324s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.033585536479949954s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.033585870265960695s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.033618247509002684s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.033631527423858644s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.03364776372909546s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.03369530439376831s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.03370634317398071s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.03372733592987061s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'MRV', 'None'] avg time: 0.03374844789505005s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.03375186920166016s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.0337796688079834s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.033786344528198245s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.0337937593460083s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.03381191492080689s
